Code;Typ;Klasse;Bewerb;Leistung;Wind;Name;Vorname;Nation;YOB;RNAT;RORT;Datum;Geschlecht;Umgebung
CR;;WT52;400;1:31.74;;Lewis;Karen;GBR;1974;NED;Assen;2003-06-19;Female;Outdoor
CR;;WT53;400;0:55.71;;Debrunner;Catherine;SUI;1995;POL;Bydgoszcz;2021-06-03;Female;Outdoor
CR;;WT54;400;0:55.83;;Kocherova;Natalia;RUS;1990;ITA;Grosseto;2016-06-13;Female;Outdoor
CR;;WT64;400;0:59.34;;Le Fur;Marie-Amelie;FRA;1988;ITA;Grosseto;2016-06-14;Female;Outdoor
CR;;WT11;800;2:21.69;;Hinton;Tracey;GBR;1970;NED;Assen;2003-06-17;Female;Outdoor
CR;;WT12;800;2:17.57;;El Hannouni;Assia;FRA;1981;FIN;Espoo;2005-08-24;Female;Outdoor
CR;;WT13;800;2:41.27;;Semenova;Olga;RUS;1973;NED;Assen;2003-06-20;Female;Outdoor
CR;;WT20;800;2:15.79;;Bieganowska-Zajac;Barbara;POL;1981;GER;Berlin;2018-08-23;Female;Outdoor
CR;;WT34;800;2:14.21;;Cockroft;Hannah;GBR;1992;GER;Berlin;2018-08-25;Female;Outdoor
CR;;WT53;800;1:56.14;;Debrunner;Catherine;SUI;1995;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WT54;800;1:52.02;;Eachus;Patricia;SUI;1989;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WT11;1K5;4:51.75;;Minetti;Annalisa;ITA;1976;NED;Stadskanaal;2012-06-28;Female;Outdoor
CR;;WT12;1K5;4:38.55;;Pautova;Elena;RUS;1986;FIN;Espoo;2005-08-26;Female;Outdoor
CR;;WT13;1K5;4:39.27;;Streimikyte;Greta;IRL;1995;POL;Bydgoszcz;2021-06-01;Female;Outdoor
CR;;WT20;1K5;4:23.37;;Bieganowska-Zajac;Barbara;POL;1981;NED;Stadskanaal;2012-06-28;Female;Outdoor
CR;;WT53;1K5;3:32.28;;Kocherova;Natalia;RUS;1990;ITA;Grosseto;2016-06-16;Female;Outdoor
CR;;WT54;1K5;3:32.28;;Kocherova;Natalia;RUS;1990;ITA;Grosseto;2016-06-16;Female;Outdoor
CR;;WT12;5K0;17:52.75;;Pautova;Elena;RUS;1986;NED;Assen;2003-06-16;Female;Outdoor
CR;;WT53;5K0;11:52.30;;Menje;Merle Marie;GER;2004;POL;Bydgoszcz;2021-06-05;Female;Outdoor
CR;;WT54;5K0;11:52.30;;Menje;Merle Marie;GER;2004;POL;Bydgoszcz;2021-06-05;Female;Outdoor
CR;;WT12;HOC;1.51;;Kannus-Silm;Helena;EST;1967;NED;Assen;2003-06-18;Female;Outdoor
CR;;WT13;HOC;1.33;;Mueller-Rottgardt;Katrin;GER;1982;NED;Assen;2003-06-18;Female;Outdoor
CR;;WT46;HOC;1.6;;Gajarska;Lenka;SVK;1985;NED;Assen;2003-06-16;Female;Outdoor
CR;;WT47;HOC;1.6;;Gajarska;Lenka;SVK;1985;NED;Assen;2003-06-16;Female;Outdoor
CR;;WT11;WEI;4.91;1.9;Pavlenko;Yuliia;UKR;1991;POL;Bydgoszcz;2021-06-02;Female;Outdoor
CR;;WT12;WEI;5.57;-1.0;Zubkovska;Oksana;UKR;1981;POL;Bydgoszcz;2021-06-03;Female;Outdoor
CR;;WT13;WEI;4.98;0.4;Karagianni;Anthi;GRE;1981;NED;Assen;2003-06-17;Female;Outdoor
CR;;WT20;WEI;6.14;2.0;Kucharczyk-Urbanska;Karolina;POL;1991;GER;Berlin;2018-08-24;Female;Outdoor
CR;;WT37;WEI;4.89;-0.1;Fekolina;Zhanna;RUS;1989;ITA;Grosseto;2016-06-12;Female;Outdoor
CR;;WT38;WEI;5.51;1.1;Ekler;Luca;HUN;1998;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WT46;WEI;5.5;-0.2;Rodomakina;Nikol;RUS;1993;GBR;Swansea;2014-08-22;Female;Outdoor
CR;;WT47;WEI;5.5;-0.2;Rodomakina;Nikol;RUS;1993;GBR;Swansea;2014-08-22;Female;Outdoor
CR;;WT62;WEI;6.06;-0.4;Jong;Fleur;NED;1995;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WT63;WEI;5.06;-0.8;Caironi;Martina;ITA;1989;POL;Bydgoszcz;2021-06-03;Female;Outdoor
CR;;WT64;WEI;6.01;-0.1;Le Fur;Marie-Amelie;FRA;1988;GER;Berlin;2018-08-26;Female;Outdoor
CR;;WF11;KUG;16.84;;Legnante;Assunta;ITA;1978;GBR;Swansea;2014-08-21;Female;Outdoor
CR;;WF12;KUG;13.06;;Burkova;Nadezhda;RUS;1999;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WF13;KUG;10.35;;Semenova;Olga;RUS;1973;NED;Assen;2003-06-20;Female;Outdoor
CR;;WF20;KUG;14.1;;Durska;Ewa;POL;1977;ITA;Grosseto;2016-06-16;Female;Outdoor
CR;;WF32;KUG;6.95;;Galaktionova;Evgeniia;RUS;2000;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WF33;KUG;7.49;;Kornobys;Lucyna;POL;1978;GER;Berlin;2018-08-20;Female;Outdoor
CR;;WF34;KUG;8.78;;Kornobys;Lucyna;POL;1978;POL;Bydgoszcz;2021-06-03;Female;Outdoor
CR;;WF35;KUG;12.81;;Pomazan;Mariia;UKR;1988;POL;Bydgoszcz;2021-06-05;Female;Outdoor
CR;;WF36;KUG;11.79;;Kober;Birgit;GER;1971;GER;Berlin;2018-08-24;Female;Outdoor
CR;;WF37;KUG;11.01;;Berna;Eva;CZE;1986;GBR;Swansea;2014-08-19;Female;Outdoor
CR;;WF38;KUG;12.37;;Grigaliuniene;Aldona;LTU;1955;FIN;Espoo;2005-08-26;Female;Outdoor
CR;;WF40;KUG;8.75;;Sliwinska;Renata;POL;1996;POL;Bydgoszcz;2021-06-02;Female;Outdoor
CR;;WF41;KUG;8.23;;Gradecak;Ana;CRO;1990;POL;Bydgoszcz;2021-06-03;Female;Outdoor
CR;;WF42;KUG;8.76;;Jelitte;Anett;GER;1974;NED;Stadskanaal;2012-06-27;Female;Outdoor
CR;;WF44;KUG;12.18;;Daamen;Michaela;GER;1969;FIN;Espoo;2005-08-23;Female;Outdoor
CR;;WF46;KUG;11;;Uthea;Sabine;GER;1946;NED;Assen;2003-06-18;Female;Outdoor
CR;;WF53;KUG;5.62;;Lebiedieva;Iana;UKR;1984;POL;Bydgoszcz;2021-06-02;Female;Outdoor
CR;;WF54;KUG;7.1;;Bogacheva;Mariia;RUS;1977;POL;Bydgoszcz;2021-06-02;Female;Outdoor
CR;;WF55;KUG;8.76;;Buggenhagen;Marianne;GER;1953;NED;Assen;2003-06-20;Female;Outdoor
CR;;WF56;KUG;8.45;;Willing;Martina;GER;1959;NED;Stadskanaal;2012-06-26;Female;Outdoor
CR;;WF57;KUG;10.58;;Eneva;Stela;BUL;1975;GBR;Swansea;2014-08-22;Female;Outdoor
CR;;WF62;KUG;9.7;;Eneva;Stela;BUL;1975;NED;Assen;2003-06-18;Female;Outdoor
CR;;WF11;DIS;34.12;;Tirikli;Busra Nur;TUR;1994;POL;Bydgoszcz;2021-06-02;Female;Outdoor
CR;;WF12;DIS;45.97;;Oksem;Sofia;RUS;1994;GBR;Swansea;2014-08-22;Female;Outdoor
CR;;WF13;DIS;27.3;;Semenova;Olga;RUS;1973;NED;Assen;2003-06-20;Female;Outdoor
CR;;WF35;DIS;28.88;;Pomazan;Mariia;UKR;1988;NED;Stadskanaal;2012-06-26;Female;Outdoor
CR;;WF36;DIS;20.99;;Malchyk;Alla;UKR;1977;NED;Stadskanaal;2012-06-26;Female;Outdoor
CR;;WF37;DIS;28.69;;Yasevych;Viktoriia;UKR;1984;GBR;Swansea;2014-08-23;Female;Outdoor
CR;;WF38;DIS;32.95;;Lenihan;Noelle;IRL;1999;GER;Berlin;2018-08-22;Female;Outdoor
CR;;WF40;DIS;24.77;;Sliwinska;Renata;POL;1996;POL;Bydgoszcz;2021-06-05;Female;Outdoor
CR;;WF41;DIS;31.76;;Mc Carthy;Niamh;IRL;1994;GER;Berlin;2018-08-26;Female;Outdoor
CR;;WF42;DIS;25.4;;Vukovic;Jelena;CRO;1975;FIN;Espoo;2005-08-22;Female;Outdoor
CR;;WF44;DIS;37.38;;Daamen;Michaela;GER;1969;NED;Assen;2003-06-20;Female;Outdoor
CR;;WF46;DIS;33.36;;Mettes;Marijke;NED;1985;FIN;Espoo;2005-08-22;Female;Outdoor
CR;;WF51;DIS;14.15;;Ovsii;Zoia;UKR;1994;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WF52;DIS;12.99;;Kniezkova;Martina;CZE;1975;NED;Assen;2003-06-18;Female;Outdoor
CR;;WF53;DIS;15.44;;Lebiedieva;Iana;UKR;1984;POL;Bydgoszcz;2021-06-04;Female;Outdoor
CR;;WF54;DIS;15.28;;Bogacheva;Mariia;RUS;1977;GBR;Swansea;2014-08-19;Female;Outdoor
CR;;WF55;DIS;26.02;;Buggenhagen;Marianne;GER;1953;NED;Assen;2003-06-18;Female;Outdoor
CR;;WF56;DIS;23.38;;Willing;Martina;GER;1959;NED;Assen;2003-06-18;Female;Outdoor
CR;;WF57;DIS;31.88;;Eneva;Stela;BUL;1975;GBR;Swansea;2014-08-21;Female;Outdoor
CR;;WF62;DIS;29.57;;Eneva;Stela;BUL;1975;NED;Assen;2003-06-17;Female;Outdoor
CR;;WF64;DIS;34.58;;Kotlowska;Faustyna;POL;2001;POL;Bydgoszcz;2021-06-01;Female;Outdoor
CR;;WF12;SPE;40.67;;Kulinich-Sorokina;Anna;RUS;1992;GBR;Swansea;2014-08-19;Female;Outdoor
CR;;WF13;SPE;37.33;;Dabravolskaya;Lizaveta;BLR;2002;POL;Bydgoszcz;2021-06-03;Female;Outdoor
CR;;WF33;SPE;16.22;;Kornobys;Lucyna;POL;1978;GER;Berlin;2018-08-24;Female;Outdoor
CR;;WF34;SPE;19.56;;Kober;Birgit;GER;1971;GBR;Swansea;2014-08-22;Female;Outdoor
CR;;WF35;SPE;23.18;;Chilewska;Renata;POL;1966;FIN;Espoo;2005-08-24;Female;Outdoor
CR;;WF37;SPE;24.01;;Sergeeva;Svetlana;RUS;1986;GBR;Swansea;2014-08-21;Female;Outdoor
CR;;WF38;SPE;24.6;;Farkasova;Andrea;CZE;1978;NED;Assen;2003-06-16;Female;Outdoor
CR;;WF42;SPE;27.89;;Biene;Claudia;GER;1973;FIN;Espoo;2005-08-25;Female;Outdoor
CR;;WF44;SPE;30.23;;Mezinova;Tatiana;RUS;1960;NED;Assen;2003-06-19;Female;Outdoor
CR;;WF46;SPE;40.15;;Arnold;Hollie;GBR;1994;GER;Berlin;2018-08-20;Female;Outdoor
CR;;WF52;SPE;9.36;;Kniezkova;Martina;CZE;1975;NED;Assen;2003-06-19;Female;Outdoor
CR;;WF53;SPE;11.83;;Lebiedieva;Iana;UKR;1984;POL;Bydgoszcz;2021-06-05;Female;Outdoor
CR;;WF54;SPE;14.86;;Bogacheva;Mariia;RUS;1977;POL;Bydgoszcz;2021-06-05;Female;Outdoor
CR;;WF55;SPE;26.36;;Krumina;Diana;LAT;1986;GER;Berlin;2018-08-23;Female;Outdoor
CR;;WF56;SPE;23.21;;Willing;Martina;GER;1959;NED;Stadskanaal;2012-06-28;Female;Outdoor
CR;;WF62;SPE;14.85;;Eneva;Stela;BUL;1975;NED;Assen;2003-06-19;Female;Outdoor
CR;;WF32;KEU;20.39;;Prescott;Gemma;GBR;1983;GBR;Swansea;2014-08-22;Female;Outdoor
CR;;WF51;KEU;24.31;;Ovsii;Zoia;UKR;1994;GER;Berlin;2018-08-24;Female;Outdoor
