Code;Typ;Klasse;Bewerb;Leistung;Wind;Name;Vorname;Nation;YOB;RNAT;RORT;Datum;Geschlecht;Umgebung
CR;;WF11;KUG;16.79;;Legnante;Assunta;ITA;1978;FRA;Lyon;2013-07-24;Female;Outdoor
CR;;WF12;KUG;14.97;;Burkhanova;Safiya;UZB;1989;UAE;Dubai;2019-11-08;Female;Outdoor
CR;;WF13;KUG;13.05;;Sivakova;Tamara;BLR;1965;ESP;Madrid;1998-07-25;Female;Outdoor
CR;;WF20;KUG;14.73;;Fortune;Sabrina;GBR;1997;JPN;Kobe;2024-05-19;Female;Outdoor
CR;;WF32;KUG;6.92;;Moskalenko;Anastasiia;UKR;2000;UAE;Dubai;2019-11-11;Female;Outdoor
CR;;WF33;KUG;7.81;;Kornobys;Lucyna;POL;1978;UAE;Dubai;2019-11-15;Female;Outdoor
CR;;WF34;KUG;9.25;;Zou;Lijuan;CHN;1994;FRA;Paris;2023-07-12;Female;Outdoor
CR;;WF35;KUG;13.05;;Pomazan;Mariia;UKR;1988;QAT;Doha;2015-10-27;Female;Outdoor
CR;;WF36;KUG;11.19;;Kober;Birgit;GER;1971;UAE;Dubai;2019-11-12;Female;Outdoor
CR;;WF37;KUG;14.8;;Adams;Lisa;NZL;1990;UAE;Dubai;2019-11-09;Female;Outdoor
CR;;WF38;KUG;12.15;;Grigaliuniene;Aldona;LTU;1955;NED;Assen;2006-09-07;Female;Outdoor
CR;;WF40;KUG;9.21;;Sliwinska;Renata;POL;1996;FRA;Paris;2023-07-17;Female;Outdoor
CR;;WF41;KUG;10.33;;Tlili;Raoua;TUN;1989;UAE;Dubai;2019-11-14;Female;Outdoor
CR;;WF42;KUG;11.64;;Nwachukwu;Goodness Chiemerie;NGR;1998;FRA;Paris;2023-07-15;Female;Outdoor
CR;;WF43;KUG;8.69;;Deouwi;Madeleine;FRA;;GER;Berlin;1994-07-27;Female;Outdoor
CR;;WF44;KUG;13.14;;Yao;Juan;CHN;1984;QAT;Doha;2015-10-28;Female;Outdoor
CR;;WF46;KUG;13.32;;Malkamaki;Noelle;USA;2001;FRA;Paris;2023-07-14;Female;Outdoor
CR;;WF52;KUG;5.79;;Mitchell;Cassie;USA;1981;FRA;Lyon;2013-07-27;Female;Outdoor
CR;;WF53;KUG;7.75;;Rodrigues Gomes;Elizabeth;BRA;1965;FRA;Paris;2023-07-12;Female;Outdoor
CR;;WF54;KUG;8.19;;Mardones;Francisca;CHI;1977;UAE;Dubai;2019-11-12;Female;Outdoor
CR;;WF55;KUG;8.81;;Buggenhagen;Marianne;GER;1953;FRA;Villeneuve d'Ascq;2002-07-24;Female;Outdoor
CR;;WF56;KUG;9.68;;Medjmedj;Nadia;ALG;1974;GBR;London;2017-07-23;Female;Outdoor
CR;;WF57;KUG;11.62;;Djelal;Safia;ALG;1983;JPN;Kobe;2024-05-23;Female;Outdoor
CR;;WF63;KUG;10.64;;Nouchet;Alexandra;FRA;1998;JPN;Kobe;2024-05-23;Female;Outdoor
CR;;WF64;KUG;9.71;;Kotlowska;Faustyna;POL;2001;UAE;Dubai;2019-11-13;Female;Outdoor
CR;;WF11;DIS;40.42;;Zhang;Liangmin;CHN;1985;NZL;Christchurch;2011-01-22;Female;Outdoor
CR;;WF12;DIS;45.35;;Oksem;Sofia;RUS;1994;QAT;Doha;2015-10-29;Female;Outdoor
CR;;WF13;DIS;41.24;;Sivakova;Tamara;BLR;1965;ESP;Madrid;1998-07-25;Female;Outdoor
CR;;WF35;DIS;31.42;;Pomazan;Mariia;UKR;1988;FRA;Lyon;2013-07-25;Female;Outdoor
CR;;WF36;DIS;25.78;;Wu;Qing;CHN;1988;FRA;Lyon;2013-07-25;Female;Outdoor
CR;;WF37;DIS;37.5;;Mi;Na;CHN;1986;UAE;Dubai;2019-11-12;Female;Outdoor
CR;;WF38;DIS;38.82;;Kruger;Simone;RSA;2005;JPN;Kobe;2024-05-25;Female;Outdoor
CR;;WF40;DIS;24.65;;Sliwinska;Renata;POL;1996;UAE;Dubai;2019-11-12;Female;Outdoor
CR;;WF41;DIS;34.48;;Tlili;Raoua;TUN;1989;UAE;Dubai;2019-11-12;Female;Outdoor
CR;;WF42;DIS;25.88;;Vukovic;Jelena;CRO;1975;GBR;Birmingham;1998-08-12;Female;Outdoor
CR;;WF43;DIS;25.12;;Washington;Fawn;USA;1987;QAT;Doha;2015-10-25;Female;Outdoor
CR;;WF44;DIS;43.39;;Yao;Juan;CHN;1984;QAT;Doha;2015-10-25;Female;Outdoor
CR;;WF46;DIS;40.19;;Wu;Hong Ping;CHN;1970;FRA;Villeneuve d'Ascq;2002-07-25;Female;Outdoor
CR;;WF51;DIS;13.52;;Ovsii;Zoia;UKR;1994;UAE;Dubai;2019-11-14;Female;Outdoor
CR;;WF52;DIS;16.89;;Rodrigues Gomes;Elizabeth;BRA;1965;UAE;Dubai;2019-11-14;Female;Outdoor
CR;;WF53;DIS;17.12;;Rodrigues Gomes;Elizabeth;BRA;1965;FRA;Paris;2023-07-12;Female;Outdoor
CR;;WF54;DIS;19.36;;Yang;Liwan;CHN;1978;UAE;Dubai;2019-11-15;Female;Outdoor
CR;;WF55;DIS;27.48;;Buggenhagen;Marianne;GER;1953;FRA;Villeneuve d'Ascq;2002-07-26;Female;Outdoor
CR;;WF56;DIS;25.93;;Medjmedj;Nadia;ALG;1974;GBR;London;2017-07-15;Female;Outdoor
CR;;WF57;DIS;35.76;;Saifi;Nassima;ALG;1988;UAE;Dubai;2019-11-09;Female;Outdoor
CR;;WF11;SPE;26.05;;Zhong;Huimin;CHN;1994;GBR;London;2017-07-18;Female;Outdoor
CR;;WF12;SPE;46;;Zhao;Yuping;CHN;1994;UAE;Dubai;2019-11-11;Female;Outdoor
CR;;WF13;SPE;41.25;;Kayumova;Nozimakhon;UZB;1992;GBR;London;2017-07-17;Female;Outdoor
CR;;WF33;SPE;16.99;;Kornobys;Lucyna;POL;1978;UAE;Dubai;2019-11-10;Female;Outdoor
CR;;WF34;SPE;20.67;;Zou;Lijuan;CHN;1994;GBR;London;2017-07-23;Female;Outdoor
CR;;WF35;SPE;20.6;;Chilewska;Renata;POL;1966;NED;Assen;2006-09-03;Female;Outdoor
CR;;WF36;SPE;17.35;;Proudfoot;Katherine;AUS;1977;NED;Assen;2006-09-03;Female;Outdoor
CR;;WF37;SPE;37.03;;Santos de Souza Coelho;Shirlene;BRA;1981;QAT;Doha;2015-10-29;Female;Outdoor
CR;;WF38;SPE;28.63;;Adomaitiene;Ramune;LTU;1968;NZL;Christchurch;2011-01-26;Female;Outdoor
CR;;WF42;SPE;30.08;;Zheng;Baozhu;CHN;1969;NED;Assen;2006-09-03;Female;Outdoor
CR;;WF44;SPE;39.41;;Yao;Juan;CHN;1984;FRA;Villeneuve d'Ascq;2002-07-23;Female;Outdoor
CR;;WF46;SPE;44.73;;Arnold;Hollie;GBR;1994;UAE;Dubai;2019-11-11;Female;Outdoor
CR;;WF52;SPE;8.99;;Ochoa Delgado;Leticia;MEX;1979;FRA;Lyon;2013-07-23;Female;Outdoor
CR;;WF53;SPE;11.55;;Salas Marin;Maria Estela;MEX;1969;NED;Assen;2006-09-07;Female;Outdoor
CR;;WF54;SPE;20.73;;Kurbanova;Nurkhon;UZB;1994;JPN;Kobe;2024-05-24;Female;Outdoor
CR;;WF55;SPE;27.07;;Krumina;Diana;LAT;1986;GBR;London;2017-07-17;Female;Outdoor
CR;;WF56;SPE;23.32;;Willing;Martina;GER;1959;FRA;Villeneuve d'Ascq;2002-07-21;Female;Outdoor
CR;;WF31;KEU;17.92;;Frioua;Hind;MAR;1995;UAE;Dubai;2019-11-08;Female;Outdoor
CR;;WF32;KEU;24.45;;Ibrahmi;Maroua;TUN;1988;UAE;Dubai;2019-11-08;Female;Outdoor
CR;;WF51;KEU;25.23;;Ovsii;Zoia;UKR;1994;UAE;Dubai;2019-11-11;Female;Outdoor
